Id,Category
1920,Business
1921,Business
1928,Football
1951,Business
1962,Business
1963,Technology
1964,Film
1965,Technology
1967,Film
1968,Business
1972,Business
1981,Business
1985,Politics
1987,Business
1988,Politics
1990,Film
1991,Film
1992,Football
1996,Business
2004,Film
2007,Film
2008,Football
2028,Film
2037,Football
2063,Business
2076,Film
2079,Football
2081,Technology
2083,Business
2086,Business
2100,Film
2101,Film
2103,Business
2104,Film
2116,Business
2117,Politics
2118,Politics
2119,Technology
2132,Politics
2134,Film
2136,Business
2138,Politics
2151,Film
2154,Business
2158,Film
2164,Business
2168,Business
2172,Business
2181,Film
2191,Football
2192,Business
2193,Business
2198,Business
2199,Football
2205,Business
2207,Business
2214,Business
2224,Film
2228,Football
2229,Business
2230,Football
2232,Business
2244,Business
2246,Business
2259,Business
2266,Football
2275,Business
2277,Business
2278,Film
2279,Business
2288,Business
2300,Business
2301,Business
2307,Politics
2315,Business
2318,Business
2320,Business
2323,Business
2324,Technology
2325,Business
2340,Business
2341,Technology
2348,Business
2350,Football
2353,Politics
2362,Business
2375,Politics
2377,Business
2380,Technology
2383,Politics
2387,Politics
2391,Business
2394,Technology
2395,Film
2399,Football
2410,Business
2411,Technology
2415,Technology
2422,Film
2424,Film
2426,Politics
2432,Politics
2436,Politics
2437,Film
2445,Business
2447,Business
2448,Politics
2464,Film
2468,Politics
2473,Film
2477,Business
2487,Business
2491,Business
2492,Technology
2493,Film
2496,Film
2499,Politics
2507,Business
2514,Business
2526,Football
2530,Politics
2537,Football
2538,Business
2539,Business
2541,Politics
2542,Business
2543,Business
2545,Technology
2551,Film
2554,Business
2556,Football
2558,Football
2559,Politics
2560,Business
2561,Technology
2566,Business
2568,Business
2573,Business
2574,Film
2575,Business
2580,Business
2583,Business
2591,Football
2597,Business
2599,Film
2605,Politics
2607,Politics
2614,Business
2620,Business
2622,Technology
2629,Business
2641,Politics
2642,Politics
2643,Politics
2644,Business
2649,Business
2653,Politics
2661,Business
2662,Business
2667,Politics
2670,Politics
2678,Politics
2681,Politics
2684,Politics
2691,Business
2702,Business
2704,Technology
2706,Business
2722,Business
2732,Business
2735,Business
2736,Business
2741,Politics
2745,Technology
2747,Film
2748,Film
2751,Politics
2753,Film
2760,Football
2763,Politics
2766,Politics
2768,Business
2771,Film
2774,Business
2777,Technology
2778,Film
2781,Politics
2782,Technology
2783,Business
2788,Politics
2789,Politics
2794,Technology
2798,Politics
2804,Film
2807,Politics
2808,Business
2812,Business
2818,Business
2820,Business
2833,Film
2834,Business
2837,Film
2840,Politics
2841,Film
2842,Film
2849,Business
2855,Business
2861,Business
2870,Politics
2873,Politics
2878,Business
2885,Business
2892,Film
2896,Film
2905,Politics
2908,Business
2916,Business
2917,Business
2926,Film
2927,Film
2932,Politics
2940,Film
2944,Film
2946,Politics
2947,Business
2948,Business
2952,Politics
2957,Politics
2969,Film
2970,Business
2979,Technology
2994,Politics
2998,Business
2999,Technology
3002,Business
3003,Football
3009,Politics
3013,Business
3015,Politics
3016,Film
3021,Film
3023,Film
3029,Business
3030,Film
3032,Business
3033,Politics
3039,Business
3048,Business
3054,Business
3055,Business
3065,Business
3066,Business
3072,Film
3075,Business
3077,Business
3078,Politics
3079,Business
3081,Business
3094,Business
3095,Business
3105,Business
3108,Politics
3110,Business
3117,Business
3121,Business
3126,Business
3128,Business
3129,Business
3130,Business
3131,Business
3132,Business
3134,Business
3135,Business
3144,Business
3173,Business
3175,Football
3178,Football
3185,Business
3187,Politics
3211,Business
3212,Business
3221,Politics
3223,Politics
3225,Business
3229,Business
3232,Business
3236,Business
3248,Politics
3258,Business
3262,Politics
3266,Politics
3268,Business
3277,Business
3279,Football
3284,Politics
3286,Business
3289,Business
3291,Football
3293,Politics
3294,Business
3298,Business
3299,Business
3309,Politics
3321,Business
3323,Business
3329,Football
3334,Business
3335,Politics
3345,Film
3347,Football
3355,Politics
3359,Football
3367,Politics
3369,Business
3375,Politics
3379,Politics
3382,Politics
3390,Business
3391,Football
3396,Business
3398,Business
3401,Technology
3405,Politics
3414,Politics
3416,Football
3419,Politics
3420,Business
3429,Business
3432,Business
3440,Business
3441,Politics
3442,Business
3448,Business
3457,Politics
3462,Business
3463,Business
3464,Politics
3472,Football
3474,Football
3477,Football
3478,Politics
3485,Business
3488,Business
3501,Politics
3506,Politics
3521,Film
3528,Politics
3534,Business
3543,Technology
3554,Politics
3555,Business
3559,Business
3561,Business
3563,Politics
3575,Film
3577,Business
3580,Business
3582,Politics
3594,Business
3607,Business
3614,Football
3630,Business
3636,Technology
3638,Business
3643,Business
3644,Politics
3647,Business
3649,Politics
3655,Business
3656,Business
3667,Business
3668,Business
3672,Business
3673,Technology
3675,Football
3676,Technology
3677,Business
3686,Business
3688,Business
3690,Business
3693,Technology
3697,Business
3699,Technology
3705,Technology
3711,Business
3713,Technology
3719,Business
3721,Technology
3726,Business
3727,Business
3733,Politics
3738,Football
3740,Film
3747,Business
3753,Politics
3762,Business
3768,Business
3770,Technology
3772,Business
3774,Business
3775,Technology
3787,Business
3792,Football
3794,Politics
3795,Technology
3819,Football
3820,Football
3837,Politics
3840,Football
3846,Business
3851,Politics
3855,Politics
3857,Business
3863,Business
3869,Politics
3874,Football
3880,Film
3881,Film
3885,Football
3889,Business
3893,Football
3896,Film
3898,Football
3903,Football
3904,Football
3905,Football
3910,Business
3914,Business
3919,Football
3924,Business
3927,Film
3929,Politics
3949,Football
3951,Football
3952,Business
3959,Football
3963,Film
3974,Business
3979,Football
3983,Football
3985,Football
3990,Football
3991,Football
3992,Football
3994,Film
3997,Football
3999,Football
4006,Film
4015,Football
4021,Football
4022,Film
4031,Football
4040,Football
4045,Politics
4047,Football
4060,Football
4066,Football
4067,Football
4072,Football
4078,Business
4086,Football
4092,Business
4098,Business
4106,Business
4107,Business
4109,Business
4110,Technology
4114,Business
4116,Business
4121,Film
4122,Technology
4124,Technology
4125,Business
4126,Technology
4128,Technology
4130,Business
4132,Business
4144,Technology
4155,Technology
4163,Technology
4165,Technology
4168,Football
4176,Football
4184,Technology
4187,Football
4195,Business
4200,Business
4213,Film
4222,Business
4223,Business
4230,Film
4235,Business
4236,Business
4242,Technology
4243,Business
4258,Technology
4261,Technology
4262,Technology
4263,Business
4266,Technology
4268,Business
4279,Business
4297,Technology
4299,Politics
4300,Technology
4301,Technology
4309,Technology
4320,Film
4327,Technology
4330,Technology
4338,Technology
4340,Business
4341,Politics
4352,Business
4353,Technology
4356,Film
4357,Business
4361,Football
4374,Technology
4383,Business
4387,Business
4400,Politics
4402,Football
4414,Technology
4416,Business
4421,Football
4423,Football
4426,Film
4427,Film
4428,Technology
4432,Football
4435,Football
4437,Football
4441,Football
4451,Film
4453,Football
4456,Football
4457,Football
4461,Film
4462,Football
4465,Football
4466,Football
4469,Film
4482,Film
4496,Football
4497,Football
4502,Football
4503,Football
4510,Film
4513,Football
4518,Football
4523,Business
4528,Business
4533,Film
4540,Film
4549,Business
4554,Business
4555,Football
4566,Football
4569,Football
4588,Football
4593,Film
4600,Football
4601,Football
4603,Football
4608,Politics
4611,Football
4613,Football
4616,Football
4617,Football
4619,Football
4621,Football
4632,Football
4635,Football
4640,Football
4648,Football
4659,Film
4662,Film
4664,Football
4669,Football
4674,Football
4677,Football
4682,Football
4683,Football
4685,Football
4687,Football
4689,Business
4699,Film
4713,Football
4717,Football
4722,Football
4730,Football
4732,Football
4743,Business
4744,Football
4745,Football
4746,Football
4748,Business
4751,Football
4756,Football
4757,Football
4758,Football
4760,Football
4761,Football
4771,Football
4773,Politics
4776,Film
4781,Football
4784,Technology
4798,Football
4800,Football
4805,Football
4809,Business
4817,Business
4824,Football
4825,Technology
4828,Football
4830,Football
4833,Football
4837,Business
4838,Football
4847,Football
4848,Football
4854,Football
4855,Football
4861,Football
4864,Film
4865,Football
4888,Football
4890,Business
4898,Football
4900,Football
4902,Football
4910,Technology
4912,Football
4914,Football
4916,Football
4920,Business
4923,Film
4926,Football
4927,Business
4928,Football
4933,Business
4940,Football
4943,Football
4963,Football
4966,Film
4970,Football
4973,Football
4974,Film
4976,Football
4977,Film
4979,Football
4985,Football
4991,Football
4997,Business
5008,Film
5013,Football
5019,Football
5034,Film
5037,Football
5041,Football
5042,Football
5046,Football
5051,Football
5054,Football
5055,Film
5063,Football
5072,Football
5075,Business
5077,Film
5079,Football
5092,Business
5101,Football
5106,Football
5107,Football
5128,Football
5129,Football
5130,Football
5133,Football
5138,Football
5164,Football
5168,Football
5172,Business
5177,Football
5188,Football
5194,Business
5195,Politics
5200,Football
5202,Technology
5210,Business
5212,Business
5214,Business
5222,Business
5232,Business
5237,Business
5240,Film
5247,Technology
5251,Football
5255,Technology
5256,Technology
5261,Politics
5278,Business
5281,Technology
5283,Business
5284,Politics
5288,Technology
5290,Technology
5293,Football
5295,Business
5299,Technology
5307,Technology
5311,Film
5313,Football
5316,Politics
5325,Politics
5338,Business
5346,Business
5348,Politics
5350,Business
5352,Technology
5360,Technology
5365,Technology
5368,Technology
5382,Business
5390,Business
5401,Football
5407,Football
5412,Football
5419,Film
5420,Technology
5424,Business
5427,Technology
5432,Business
5435,Technology
5439,Technology
5440,Business
5441,Business
5448,Technology
5451,Politics
5452,Business
5455,Film
5458,Business
5462,Business
5463,Business
5464,Business
5466,Technology
5471,Politics
5478,Film
5479,Technology
5482,Business
5483,Technology
5491,Film
5492,Technology
5499,Business
5500,Politics
5503,Film
5513,Politics
5514,Politics
5518,Business
5522,Technology
5527,Business
5528,Business
5530,Film
5536,Business
5541,Technology
5550,Film
5553,Business
5554,Business
5556,Politics
5561,Business
5564,Business
5565,Film
5570,Business
5574,Film
5581,Business
5582,Film
5586,Film
5592,Business
5599,Business
5610,Football
5615,Business
5622,Football
5623,Football
5628,Business
5637,Business
5639,Politics
5641,Business
5648,Football
5649,Film
5660,Business
5662,Film
5664,Film
5666,Business
5667,Business
5679,Business
5683,Technology
5689,Business
5692,Film
5693,Business
5694,Film
5700,Technology
5701,Technology
5704,Film
5707,Business
5709,Technology
5711,Business
5714,Business
5717,Business
5719,Technology
5728,Business
5736,Business
5738,Business
5742,Business
5744,Business
5751,Film
5752,Business
5757,Politics
5760,Business
5761,Technology
5763,Business
5775,Business
5781,Business
5784,Film
5787,Film
5796,Business
5804,Technology
5805,Business
5816,Technology
5821,Business
5823,Business
5827,Business
5829,Business
5833,Politics
5837,Business
5838,Technology
5842,Film
5849,Business
5851,Business
5865,Technology
5873,Film
5886,Film
5895,Business
5900,Business
5906,Business
5910,Business
5913,Politics
5914,Politics
5918,Business
5930,Politics
5937,Film
5942,Politics
5943,Politics
5947,Business
5955,Football
5960,Business
5962,Politics
5964,Business
5968,Football
5971,Business
5977,Business
5981,Politics
5989,Football
5990,Politics
5994,Business
5998,Business
6002,Politics
6007,Business
6018,Business
6019,Business
6020,Business
6026,Film
6047,Business
6056,Business
6058,Football
6060,Politics
6062,Business
6067,Business
6069,Business
6071,Business
6073,Business
6074,Football
6081,Business
6083,Business
6085,Business
6086,Politics
6087,Business
6093,Business
6101,Politics
6108,Business
6110,Football
6111,Football
6115,Football
6120,Business
6121,Business
6125,Politics
6126,Football
6128,Business
6130,Business
6131,Business
6139,Technology
6140,Business
6143,Business
6157,Film
6170,Politics
6176,Politics
6179,Technology
6180,Technology
6186,Politics
6187,Business
6188,Business
6196,Business
6217,Football
6227,Football
6228,Football
6229,Football
6234,Football
6236,Football
6244,Technology
6249,Football
6257,Football
6259,Football
6264,Film
6268,Business
6272,Film
6280,Football
6288,Football
6289,Football
6301,Business
6304,Football
6305,Football
6315,Film
6316,Football
6320,Football
6321,Football
6333,Football
6334,Football
6341,Football
6342,Football
6347,Business
6350,Business
6352,Film
6356,Politics
6357,Business
6358,Business
6381,Technology
6394,Business
6416,Business
6418,Politics
6422,Business
6424,Politics
6425,Business
6427,Business
6431,Politics
6432,Politics
6442,Politics
6443,Politics
6445,Film
6456,Politics
6459,Film
6460,Film
6473,Business
6477,Film
6479,Technology
6482,Business
6499,Business
6501,Business
6515,Business
6517,Business
6518,Business
6521,Business
6522,Technology
6530,Business
6534,Business
6536,Business
6538,Technology
6542,Film
6546,Business
6548,Film
6558,Football
6568,Business
6575,Business
6578,Business
6581,Business
6590,Politics
6609,Film
6611,Business
6612,Business
6624,Business
6629,Business
6630,Business
6632,Film
6634,Politics
6637,Politics
6642,Politics
6643,Business
6644,Politics
6657,Business
6660,Business
6664,Politics
6679,Film
6680,Business
6685,Business
6703,Politics
6705,Business
6706,Politics
6707,Politics
6708,Business
6709,Business
6710,Business
6711,Business
6712,Business
6716,Business
6723,Business
6725,Football
6738,Business
6742,Business
6755,Football
6757,Business
6761,Business
6762,Politics
6763,Business
6764,Football
6769,Business
6772,Business
6773,Business
6777,Business
6778,Business
6788,Politics
6792,Politics
6794,Politics
6800,Business
6806,Politics
6820,Business
6824,Football
6826,Business
6829,Business
6832,Business
6837,Business
6840,Business
6841,Business
6847,Business
6857,Business
6868,Technology
6882,Business
6893,Film
6895,Film
6897,Football
6898,Politics
6907,Politics
6911,Business
6917,Business
6939,Business
6943,Technology
6952,Business
6953,Business
6954,Politics
6959,Football
6965,Business
6974,Technology
6982,Film
6987,Football
7001,Technology
7003,Business
7006,Football
7007,Business
7012,Business
7013,Business
7020,Politics
7024,Business
7030,Business
7031,Business
7035,Football
7038,Politics
7044,Business
7045,Business
7049,Business
7051,Business
7057,Technology
7058,Business
7059,Football
7061,Business
7068,Business
7071,Business
7090,Football
7101,Technology
7105,Football
7108,Technology
7109,Politics
7110,Politics
7114,Technology
7121,Technology
7123,Business
7124,Politics
7126,Technology
7132,Politics
7133,Film
7136,Technology
7141,Business
7142,Politics
7146,Football
7147,Politics
7151,Football
7153,Business
7154,Film
7157,Football
7163,Politics
7166,Business
7167,Business
7174,Business
7183,Politics
7186,Business
7194,Business
7205,Film
7214,Business
7216,Football
7221,Business
7225,Business
7234,Politics
7240,Business
7248,Business
7251,Politics
7267,Football
7270,Film
7283,Football
7288,Politics
7291,Football
7318,Politics
7324,Football
7325,Politics
7327,Business
7328,Technology
7329,Football
7331,Business
7345,Technology
7362,Politics
7367,Film
7369,Film
7370,Politics
7371,Politics
7376,Football
7377,Technology
7390,Politics
7396,Football
7401,Film
7411,Business
7425,Film
7426,Business
7445,Business
7454,Business
7455,Politics
7457,Technology
7459,Business
7461,Politics
7469,Football
7471,Film
7478,Politics
7488,Politics
7490,Politics
7491,Politics
7496,Film
7514,Politics
7515,Business
7521,Football
7525,Politics
7532,Business
7548,Business
7552,Business
7553,Business
7556,Football
7566,Film
7570,Business
7576,Business
7577,Business
7590,Business
7601,Politics
7606,Technology
7609,Politics
7612,Business
7619,Politics
7633,Film
7641,Politics
7643,Football
7645,Politics
7661,Film
7666,Business
7668,Politics
7671,Business
7676,Film
7677,Business
7684,Business
7693,Business
7694,Football
7707,Film
7710,Politics
7712,Technology
7716,Film
7717,Politics
7721,Business
7724,Business
7735,Business
7737,Football
7745,Business
7757,Business
7760,Football
7762,Politics
7764,Technology
7765,Business
7770,Football
7772,Business
7773,Business
7774,Technology
7777,Football
7783,Business
7789,Film
7790,Film
7800,Politics
7804,Business
7813,Business
7814,Business
7816,Football
7822,Politics
7823,Football
7833,Politics
7836,Business
7840,Politics
7844,Politics
7846,Business
7848,Film
7855,Business
7857,Politics
7871,Business
7877,Business
7881,Business
7884,Technology
7896,Politics
7901,Film
7920,Politics
7926,Business
7929,Politics
7933,Film
7937,Business
7941,Politics
7946,Business
7948,Business
7954,Football
7960,Politics
7964,Business
7968,Film
7973,Business
7975,Politics
7978,Politics
7982,Business
7993,Business
7994,Politics
7998,Football
8001,Politics
8011,Business
8016,Film
8022,Business
8036,Technology
8040,Business
8044,Politics
8045,Business
8046,Business
8054,Politics
8064,Football
8067,Business
8083,Business
8086,Politics
8090,Football
8095,Football
8100,Film
8103,Business
8106,Politics
8107,Football
8112,Business
8113,Football
8120,Politics
8121,Football
8125,Business
8134,Business
8140,Business
8141,Politics
8142,Politics
8144,Politics
8145,Politics
8149,Business
8152,Politics
8154,Politics
8156,Business
8158,Politics
8160,Politics
8165,Politics
8171,Politics
8175,Politics
8176,Business
8178,Politics
8179,Politics
8181,Business
8183,Business
8185,Business
8188,Politics
8194,Football
8199,Business
8205,Business
8208,Politics
8209,Politics
8211,Business
8212,Football
8216,Business
8224,Politics
8228,Business
8231,Politics
8234,Business
8236,Business
8241,Business
8246,Politics
8250,Business
8262,Politics
8268,Business
8272,Business
8276,Business
8277,Politics
8284,Film
8287,Technology
8295,Business
8301,Politics
8332,Politics
8338,Politics
8346,Politics
8347,Business
8348,Football
8359,Politics
8360,Business
8361,Technology
8367,Business
8368,Football
8372,Business
8377,Business
8380,Business
8385,Football
8387,Business
8401,Politics
8405,Film
8408,Football
8415,Business
8417,Football
8421,Business
8429,Technology
8438,Football
8447,Politics
8448,Film
8454,Football
8464,Politics
8467,Politics
8468,Politics
8479,Business
8482,Business
8483,Politics
8484,Business
8486,Business
8511,Politics
8515,Business
8537,Politics
8559,Business
8563,Business
8575,Politics
8577,Politics
8580,Business
8581,Business
8582,Politics
8583,Politics
8590,Politics
8595,Business
8597,Politics
8599,Business
8611,Business
8614,Business
8615,Business
8620,Football
8622,Politics
8624,Business
8625,Business
8626,Film
8628,Film
8639,Politics
8650,Politics
8651,Politics
8656,Business
8659,Business
8660,Business
8669,Business
8677,Business
8697,Business
8705,Football
8709,Politics
8711,Business
8713,Football
8715,Politics
8724,Football
8728,Business
8730,Politics
8731,Business
8733,Business
8739,Football
8743,Politics
8751,Business
8752,Business
8753,Football
8755,Business
8759,Business
8760,Business
8766,Business
8768,Business
8775,Business
8779,Politics
8798,Politics
8800,Football
8801,Football
8803,Politics
8810,Film
8812,Business
8813,Football
8814,Business
8818,Business
8821,Politics
8825,Business
8826,Business
8828,Politics
8831,Business
8832,Politics
8835,Business
8840,Business
8857,Business
8860,Business
8865,Technology
8872,Technology
8877,Football
8885,Football
8888,Business
8891,Business
8903,Technology
8904,Business
8906,Technology
8918,Business
8931,Politics
8932,Business
8938,Film
8941,Business
8946,Business
8948,Business
8950,Technology
8951,Business
8952,Football
8956,Technology
8960,Football
8964,Business
8972,Film
8978,Business
8982,Business
8983,Technology
8990,Football
8991,Politics
9001,Politics
9010,Politics
9014,Football
9019,Business
9032,Business
9047,Business
9058,Business
9060,Football
9066,Business
9083,Politics
9086,Football
9097,Business
9099,Business
9100,Technology
9110,Politics
9114,Football
9134,Politics
9140,Football
9145,Business
9146,Technology
9152,Politics
9159,Film
9173,Film
9175,Business
9180,Business
9181,Football
9186,Business
9188,Politics
9200,Business
9202,Football
9208,Football
9213,Business
9216,Film
9220,Business
9224,Technology
9232,Business
9235,Technology
9238,Business
9244,Film
9254,Business
9257,Business
9264,Business
9274,Business
9283,Business
9284,Business
9287,Film
9288,Politics
9292,Technology
9293,Politics
9294,Film
9296,Business
9297,Film
9307,Politics
9308,Business
9310,Film
9317,Business
9318,Business
9319,Business
9325,Politics
9333,Film
9334,Business
9336,Politics
9341,Film
9345,Film
9347,Business
9359,Technology
9360,Football
9361,Football
9364,Politics
9368,Film
9380,Technology
9385,Business
9389,Technology
9391,Business
9395,Politics
9397,Politics
9420,Film
9424,Film
9426,Politics
9432,Politics
9433,Film
9437,Film
9438,Business
9445,Football
9491,Business
9494,Film
9495,Football
9519,Technology
9523,Politics
9525,Politics
9528,Business
9531,Business
9543,Business
9545,Business
9546,Business
9550,Politics
9567,Business
9572,Business
9580,Business
9582,Business
9583,Business
9584,Politics
9587,Business
9593,Business
9594,Film
9595,Business
9596,Business
9609,Football
9611,Business
9612,Business
9616,Business
9621,Football
9622,Football
9624,Football
9629,Film
9634,Business
9639,Football
9647,Business
9648,Film
9649,Technology
9652,Film
9656,Politics
9658,Business
9662,Film
9677,Business
9679,Technology
9682,Politics
9685,Business
9697,Film
9703,Business
9713,Film
9725,Politics
9732,Film
9759,Business
9774,Football
9775,Technology
9779,Business
9781,Film
9782,Football
9795,Football
9804,Football
9806,Politics
9817,Business
9820,Business
9823,Film
9830,Business
9843,Technology
9846,Business
9850,Politics
9855,Film
9859,Politics
9869,Football
9887,Business
9890,Film
9892,Business
9899,Business
9902,Politics
9903,Film
9905,Business
9915,Business
9918,Football
9921,Film
9931,Football
9940,Business
9942,Business
9945,Politics
9949,Politics
9950,Business
9957,Politics
9958,Business
9961,Film
9987,Business
9991,Politics
9994,Technology
9997,Business
10005,Politics
10008,Politics
10009,Politics
10010,Business
10012,Business
10016,Technology
10017,Politics
10041,Football
10042,Business
10051,Football
10061,Film
10065,Film
10068,Business
10078,Film
10081,Business
10094,Business
10095,Football
10100,Film
10109,Football
10113,Film
10117,Football
10118,Football
10123,Business
10129,Business
10133,Football
10147,Film
10149,Football
10152,Business
10157,Film
10161,Film
10169,Business
10175,Business
10177,Business
10186,Business
10191,Football
10203,Football
10207,Football
10208,Football
10214,Business
10215,Football
10216,Politics
10221,Business
10232,Football
10236,Football
10237,Politics
10244,Football
10262,Technology
10263,Football
10268,Football
10269,Business
10270,Football
10272,Business
10279,Football
10286,Football
10288,Football
10290,Football
10291,Football
10293,Football
10294,Football
10296,Football
10306,Football
10309,Football
10310,Football
10311,Football
10315,Football
10316,Football
10327,Football
10329,Football
10334,Football
10336,Football
10337,Football
10344,Politics
10355,Football
10366,Film
10378,Football
10383,Football
10389,Football
10391,Football
10392,Football
10399,Football
10407,Football
10412,Football
10422,Film
10427,Football
10429,Football
10432,Football
10440,Football
10443,Football
10444,Football
10448,Football
10453,Football
10460,Football
10462,Football
10463,Film
10464,Football
10466,Film
10471,Football
10474,Football
10480,Football
10481,Film
10483,Football
10486,Football
10494,Film
10496,Football
10497,Film
10510,Football
10516,Football
10520,Football
10524,Football
10535,Film
10538,Football
10540,Business
10545,Football
10546,Film
10547,Film
10552,Film
10575,Film
10579,Football
10587,Football
10588,Football
10593,Business
10597,Film
10598,Football
10617,Football
10628,Film
10629,Business
10633,Business
10635,Football
10638,Football
10644,Film
10645,Football
10657,Politics
10669,Politics
10670,Football
10671,Business
10674,Politics
10694,Politics
10697,Politics
10698,Politics
10701,Business
10702,Football
10705,Politics
10706,Business
10709,Football
10713,Football
10715,Politics
10720,Technology
10732,Football
10738,Technology
10740,Politics
10746,Business
10751,Politics
10758,Business
10759,Business
10762,Business
10771,Politics
10773,Politics
10781,Politics
10782,Politics
10783,Technology
10797,Politics
10799,Politics
10803,Politics
10806,Football
10813,Business
10819,Business
10825,Football
10831,Business
10834,Football
10837,Politics
10844,Football
10854,Film
10856,Business
10858,Business
10861,Business
10867,Business
10871,Politics
10885,Business
10892,Football
10899,Film
10905,Technology
10907,Business
10918,Film
10920,Film
10926,Politics
10929,Film
10931,Business
10948,Technology
10949,Business
10952,Football
10954,Business
10956,Film
10962,Business
10970,Politics
10972,Politics
10981,Business
10987,Technology
10999,Football
11003,Football
11014,Football
11019,Football
11026,Football
11033,Football
11036,Football
11037,Politics
11039,Business
11041,Film
11042,Football
11045,Business
11051,Business
11052,Politics
11071,Politics
11073,Politics
11097,Politics
11098,Football
11099,Football
11115,Business
11132,Business
11141,Politics
11147,Politics
11152,Politics
11154,Politics
11169,Politics
11170,Politics
11180,Business
11181,Film
11185,Business
11188,Business
11190,Politics
11192,Politics
11203,Business
11204,Business
11210,Politics
11216,Business
11218,Business
11221,Business
11230,Politics
11231,Business
11237,Business
11252,Politics
11257,Politics
11259,Politics
11266,Business
11270,Politics
11271,Politics
11273,Politics
11278,Technology
11290,Politics
11297,Business
11302,Football
11307,Film
11308,Technology
11315,Politics
11316,Politics
11319,Politics
11320,Politics
11331,Business
11335,Technology
11336,Business
11344,Politics
11354,Film
11356,Business
11359,Politics
